City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,arraial do cabo,-22.9661,-42.0278,26.98,83,75,2.57,BR,1709763907
285,pangai,-19.8,-174.35,30.06,74,40,7.72,TO,1709763907
286,tromso,69.6496,18.957,1.01,86,40,3.09,NO,1709763907
287,mil'kovo,55.6078,37.7956,-9.73,99,84,1.45,RU,1709763908
288,singaparna,-7.3515,108.111,23.34,96,100,0.62,ID,1709763908
289,kirakira,-10.4544,161.9205,28.49,83,100,3.51,SB,1709763880
290,saint-georges,12.0564,-61.7485,26.59,76,0,6.74,GD,1709763909
291,egersund,58.4513,5.9997,3.38,79,100,4.56,NO,1709763909
292,nagqu,31.5,92.0,-8.52,39,82,3.15,CN,1709763910
293,sao lourenco do sul,-31.3653,-51.9783,19.68,67,1,4.09,BR,1709763910
294,sinop,41.7711,34.8709,4.98,95,100,2.6,TR,1709763654
295,nova sintra,14.8667,-24.7167,19.49,74,6,10.11,CV,1709763911
296,acarau,-2.8856,-40.12,26.69,85,99,4.78,BR,1709763911
297,saipan,15.1355,145.701,27.39,74,0,4.12,MP,1709763912
298,tianpeng,30.9866,103.9393,8.26,78,97,0.83,CN,1709763912
299,devon,50.75,-3.75,8.16,94,50,4.61,GB,1709763913
300,la passe,45.5549,-0.8967,7.23,92,31,4.26,FR,1709763913
301,forde,61.4522,5.8572,4.0,93,75,0.0,NO,1709763914
302,port alfred,-33.5906,26.891,20.1,88,89,0.89,ZA,1709763914
303,pacific grove,36.6177,-121.9166,15.68,83,100,2.68,US,1709763915
304,touros,-5.1989,-35.4608,27.47,80,100,3.97,BR,1709763916
305,stung treng,13.5259,105.9683,25.5,64,2,1.56,KH,1709763917
306,recani,31.2846,-4.2688,17.35,20,32,4.12,MA,1709763917
307,papao,-17.75,-149.55,29.82,80,100,4.85,PF,1709763918
308,malango,-2.9627,119.9001,20.3,96,100,0.95,ID,1709763884
309,kronstadt,45.6486,25.6061,5.39,66,99,2.24,RO,1709763919
310,port elizabeth,-33.918,25.5701,19.06,89,20,2.57,ZA,1709763919
311,askiz,53.1319,90.5264,-11.84,89,98,2.03,RU,1709763920
312,el granada,37.5027,-122.4694,16.08,84,40,5.66,US,1709763921
313,uacu cungo,-11.3634,15.1208,18.32,95,94,0.8,AO,1709763921
314,ketchikan,55.3422,-131.6461,1.99,86,100,7.2,US,1709763922
315,mersing,2.4312,103.8405,24.95,94,40,2.06,MY,1709763922
316,puerto deseado,-47.7503,-65.8938,14.65,47,33,4.28,AR,1709763706
317,saint-pierre,-21.3393,55.4781,23.82,78,20,2.57,RE,1709763923
318,san antonio de pale,-1.4014,5.6325,28.65,78,97,5.05,GQ,1709763923
319,kollam,8.8833,76.6,25.12,87,78,3.41,IN,1709763923
320,tsiombe,-25.3,45.4833,23.5,99,100,2.05,MG,1709763924
321,george town,5.4112,100.3354,27.96,88,40,1.54,MY,1709763924
322,salinopolis,-0.6136,-47.3561,26.94,85,88,4.59,BR,1709763925
323,korfovskiy,48.2183,135.0564,-16.3,98,73,1.29,RU,1709763925
324,geraldton,-28.7667,114.6,27.23,57,0,9.26,AU,1709763916
325,inhambane,-23.865,35.3833,26.28,93,22,3.05,MZ,1709763926
326,gornyatskiy,48.2915,40.9575,-1.72,85,66,4.49,RU,1709763926
327,ampanihy,-24.7,44.75,23.48,94,100,3.44,MG,1709763926
328,robore,-18.3333,-59.75,31.35,50,80,0.99,BO,1709763927
329,lukolela,-1.0605,17.1821,23.07,95,93,3.04,CD,1709763927
330,usogorsk,63.4106,48.6872,-3.94,96,100,3.17,RU,1709763928
331,maputo,-25.9653,32.5892,23.98,83,33,4.46,MZ,1709763928
332,afaahiti,-17.75,-149.2833,28.93,81,100,5.22,PF,1709763928
333,kayangel,8.0823,134.7173,27.83,65,80,4.31,PW,1709763929
334,mejit,10.2753,170.8646,26.55,80,100,10.59,MH,1709763868
335,novyy urgal,51.0736,132.5642,-27.66,100,93,0.59,RU,1709763930
336,mar del plata,-38.0023,-57.5575,22.75,60,0,3.58,AR,1709763895
337,vicuna,-30.0319,-70.7081,14.85,46,0,2.75,CL,1709763931
338,roma,43.2128,-75.4557,10.32,99,100,0.0,US,1709763931
339,qaqortoq,60.7167,-46.0333,-9.02,88,100,0.48,GL,1709763932
340,bubaque,11.2833,-15.8333,26.1,69,12,9.75,GW,1709763932
341,barah,13.7,30.3667,23.08,10,32,5.84,SD,1709763933
342,kargasok,59.0556,80.8572,-24.46,100,69,1.34,RU,1709763893
343,midvagur,62.0511,-7.1939,6.46,81,75,6.69,FO,1709763934
344,ambodifotatra,-16.9833,49.85,26.87,82,97,0.78,MG,1709763934
345,yatou,37.15,122.3833,-0.88,65,50,3.82,CN,1709763935
346,cherdyn',60.403,56.4787,-21.66,100,96,0.98,RU,1709763935
347,phan rang-thap cham,11.5667,108.9833,22.89,95,72,0.28,VN,1709763935
348,arraias,-12.9288,-46.9437,23.45,86,95,1.31,BR,1709763936
349,port saint john's,-31.6229,29.5448,21.13,76,55,1.81,ZA,1709763936
350,twon-brass,4.3151,6.2418,28.26,83,95,5.76,NG,1709763936
351,pago pago,-14.2781,-170.7025,30.55,79,40,4.12,AS,1709763937
352,conde,-7.2597,-34.9075,26.7,89,20,2.06,BR,1709763937
353,orizona,-17.0314,-48.2958,22.81,84,94,1.63,BR,1709763938
354,markaz-e hukumat-e darweshan,31.1323,64.1934,9.19,71,0,3.15,AF,1709763938
355,cole harbour,44.6724,-63.4751,8.85,89,100,2.24,CA,1709763938
356,praia da vitoria,38.7333,-27.0667,11.14,76,75,12.02,PT,1709763875
357,eyl,7.9803,49.8164,25.67,86,0,3.36,SO,1709763939
358,el nido,11.1858,119.3956,25.6,82,36,2.92,PH,1709763939
359,sechura,-5.5569,-80.8222,29.14,57,28,5.65,PE,1709763940
360,ghormach,35.7306,63.7826,5.05,69,5,1.78,AF,1709763940
361,fort beaufort,-32.7748,26.6338,15.31,91,22,1.54,ZA,1709763940
362,dolinsk,47.35,142.8,-16.46,95,30,1.22,RU,1709763941
363,sirjan,29.452,55.6814,8.08,46,0,2.93,IR,1709763941
364,namsos,64.4662,11.4957,-0.97,74,5,5.14,NO,1709763941
365,lubang,13.8584,120.124,26.15,80,28,5.83,PH,1709763942
366,sabha,27.0377,14.4283,15.31,28,67,4.68,LY,1709763942
367,dongcun,36.7767,121.1597,-0.43,42,75,1.68,CN,1709763942
368,ciudad insurgentes,25.2625,-111.7753,24.11,25,100,7.98,MX,1709763943
369,aldama,22.9167,-98.0667,30.83,58,83,6.11,MX,1709763943
370,caraballeda,10.6112,-66.8522,27.04,74,44,4.12,VE,1709763943
371,pesqueira,-8.3578,-36.6964,25.61,67,36,5.53,BR,1709763944
372,lompoc,34.6391,-120.4579,14.08,86,100,3.6,US,1709763944
373,myanaung,18.2833,95.3167,22.26,29,69,1.69,MM,1709763944
374,shiroi,35.8,140.0667,6.08,71,99,4.13,JP,1709763945
375,mbandaka,0.0487,18.2603,21.84,96,97,3.03,CD,1709763945
376,porkhov,57.765,29.5561,-2.48,76,2,1.68,RU,1709763945
377,bodo,67.28,14.405,0.99,75,0,4.12,NO,1709763946
378,abadan,30.3392,48.3043,14.97,67,0,1.03,IR,1709763946
379,tweed heads,-28.1817,153.547,26.67,78,89,4.12,AU,1709763947
380,prienai,54.6333,23.95,-2.06,72,4,2.41,LT,1709763948
381,monte santo,-10.4378,-39.3328,27.46,47,7,2.76,BR,1709763949
382,felipe carrillo puerto,19.5833,-88.05,30.8,55,77,3.36,MX,1709763950
383,ancud,-41.8697,-73.8203,13.83,59,35,3.77,CL,1709763950
384,krutaya gorka,55.3649,73.2231,-11.18,96,98,2.77,RU,1709763950
385,loikaw,19.6742,97.2094,17.45,35,57,1.68,MM,1709763951
386,ilha de mocambique,-15.0342,40.7358,26.98,92,100,5.38,MZ,1709763951
387,saint-philippe,-21.3585,55.7679,23.77,82,100,4.71,RE,1709763953
388,cockburn town,21.4612,-71.1419,25.11,80,6,7.24,TC,1709763953
389,borba,-4.3878,-59.5939,29.21,74,62,0.95,BR,1709763954
390,tual,-5.6667,132.75,29.12,75,76,1.63,ID,1709763911
391,dakhla,23.6848,-15.958,16.73,88,14,9.64,EH,1709763872
392,charleston,32.7766,-79.9309,25.06,80,0,5.14,US,1709763955
393,kavaratti,10.5669,72.642,27.34,72,100,5.74,IN,1709763955
394,hadibu,12.65,54.0333,26.33,82,66,4.01,YE,1709763956
395,thinadhoo,0.5333,72.9333,27.86,72,100,3.81,MV,1709763956
396,padang,-0.9492,100.3543,26.03,90,100,1.22,ID,1709763957
397,nabire,-3.3667,135.4833,25.34,92,83,0.73,ID,1709763958
398,berdigestyakh,62.0989,126.6992,-33.35,100,100,1.28,RU,1709763958
399,cam pha mines,21.0167,107.3,18.12,77,78,3.34,VN,1709763959
400,chandauli,25.2667,83.2667,14.03,30,0,3.41,IN,1709763959
401,saudarkrokur,65.7461,-19.6394,3.41,77,100,3.93,IS,1709763959
402,laguna,38.421,-121.4238,17.79,62,0,2.57,US,1709763946
403,klaksvik,62.2266,-6.589,6.51,85,98,10.64,FO,1709763883
404,barra do garcas,-15.89,-52.2567,29.32,74,40,0.0,BR,1709763967
405,la paz,-16.5,-68.15,14.99,60,75,4.12,BO,1709763786
406,key biscayne,25.6937,-80.1628,26.68,71,75,0.0,US,1709763870
407,nuku'alofa,-21.1333,-175.2,31.19,74,40,5.66,TO,1709763717
408,sinabang,2.4803,96.3801,26.4,83,98,1.5,ID,1709763869
409,maryville,35.7565,-83.9705,15.06,96,100,2.57,US,1709763971
410,oshnaviyeh,37.0397,45.0983,3.49,94,44,2.14,IR,1709763978
411,piranhas,-16.4269,-51.8222,25.96,78,61,1.19,BR,1709763982
412,quelimane,-17.8786,36.8883,26.47,91,100,1.58,MZ,1709763982
413,juan griego,11.0817,-63.9655,30.07,66,1,9.77,VE,1709763983
414,laojunmiao,39.8333,97.7333,-8.39,33,0,4.14,CN,1709763983
415,aguas formosas,-17.0822,-40.9358,26.61,71,52,0.87,BR,1709763983
416,kattivakkam,13.2167,80.3167,25.06,75,45,3.7,IN,1709763984
417,viedma,-40.8135,-62.9967,18.28,41,64,6.89,AR,1709763984
418,colonia,50.9333,6.95,7.76,82,0,2.57,DE,1709763723
419,brokopondo,4.75,-55.1667,26.52,83,15,3.89,SR,1709763985
420,new norfolk,-42.7826,147.0587,16.62,60,100,1.12,AU,1709763985
421,balikpapan,-1.2675,116.8289,24.55,100,20,2.06,ID,1709763985
422,boda,4.3189,17.4695,24.8,73,100,2.27,CF,1709763986
423,bunia,1.5667,30.25,20.0,74,0,2.05,CD,1709763986
424,zapadnaya dvina,56.259,32.0745,-5.87,88,6,0.9,RU,1709763986
425,huarmey,-10.0681,-78.1522,25.45,72,74,4.14,PE,1709763987
426,manavgat,36.7867,31.4431,13.07,68,4,2.35,TR,1709763987
427,shimoda,34.6667,138.95,5.06,83,100,7.05,JP,1709763988
428,mgandu,-5.95,34.1333,16.11,97,18,1.72,TZ,1709763988
429,kailua-kona,19.6406,-155.9956,26.98,70,75,4.63,US,1709763843
430,urumqi,43.801,87.6005,-10.47,86,20,1.0,CN,1709763866
431,junqueiro,-9.9253,-36.4758,26.48,80,8,5.2,BR,1709763989
432,kidal,18.4411,1.4078,24.08,7,0,5.15,ML,1709763990
433,lakhdenpokh'ya,61.5198,30.1992,-0.14,82,100,1.89,RU,1709763990
434,yeniseysk,58.4497,92.1703,-5.03,90,100,3.13,RU,1709763990
435,yuzhno-kurilsk,44.0306,145.8556,-5.35,81,14,5.11,RU,1709763991
436,shumikha,55.2261,63.2961,-19.7,100,73,1.72,RU,1709763991
437,sandnessjoen,66.0217,12.6316,-1.94,80,0,3.09,NO,1709763992
438,waingapu,-9.6567,120.2641,26.71,86,99,2.52,ID,1709763992
439,ugoofaaru,5.6667,73.0,27.72,73,76,3.46,MV,1709763992
440,ibimirim,-8.5406,-37.6903,29.88,48,31,7.46,BR,1709763993
441,kamloops,50.6665,-120.3192,3.1,48,20,3.09,CA,1709763965
442,kasane,-17.8167,25.15,21.61,73,34,0.95,BW,1709763993
443,braganca,-1.0536,-46.7656,25.29,90,96,1.1,BR,1709763994
444,tobol'sk,58.2,68.2667,-24.11,100,66,1.79,RU,1709763994
445,pratt,37.6439,-98.7376,17.64,58,0,5.14,US,1709763972
446,morehead city,34.7229,-76.726,19.03,88,100,7.72,US,1709763832
447,chernogorsk,53.8236,91.2842,-8.24,93,98,0.0,RU,1709763995
448,khvoynaya,58.9,34.5333,-4.15,96,100,1.59,RU,1709763996
449,mount pearl,47.5166,-52.7813,4.62,96,100,6.17,CA,1709763997
450,conduaga,8.862,117.4893,25.39,82,39,2.1,PH,1709763997
451,sabang,5.8933,95.3214,28.0,72,94,3.02,ID,1709763997
452,dubti,11.7361,41.0853,26.84,63,39,8.54,ET,1709763998
453,sulak,43.2734,47.5146,6.74,96,100,3.67,RU,1709763998
454,emerald,-23.5333,148.1667,24.63,65,3,5.62,AU,1709763971
455,i-n-salah,27.1935,2.4607,19.1,22,72,7.11,DZ,1709763999
456,pelabuhanratu,-6.9875,106.5514,26.34,88,100,0.78,ID,1709763999
457,lubao,14.9167,120.55,24.84,91,74,1.63,PH,1709764000
458,rio grande,-32.035,-52.0986,20.53,65,0,4.19,BR,1709763838
459,remire-montjoly,4.9167,-52.2667,28.02,83,100,3.6,GF,1709764001
460,beli,7.8587,10.9719,29.69,42,50,1.79,NG,1709764001
461,urangan,-25.3,152.9,26.78,82,6,4.02,AU,1709764002
462,rawson,-43.3002,-65.1023,18.06,35,0,5.09,AR,1709764002
463,senillosa,-39.0,-68.4167,26.88,11,27,3.13,AR,1709764002
464,ataq,14.5377,46.8319,20.99,68,0,3.18,YE,1709764003
465,ganjam,19.3833,85.0667,25.29,76,17,3.17,IN,1709764003
466,castillos,-34.1667,-53.8333,16.58,65,0,3.24,UY,1709764003
467,hluti,-27.2167,31.6167,18.79,89,61,1.19,SZ,1709764004
468,olinda,-8.0089,-34.8553,27.85,78,20,3.09,BR,1709763762
469,kalmunai,7.4167,81.8167,24.63,83,100,1.63,LK,1709764004
470,las vegas,36.175,-115.1372,21.38,16,0,7.6,US,1709763862
471,mizdah,31.4451,12.9801,13.31,55,99,3.9,LY,1709764005
472,greymouth,-42.4667,171.2,15.29,71,97,2.01,NZ,1709764005
473,kourou,5.1552,-52.6478,28.03,89,100,3.66,GF,1709764006
474,mangai,-4.05,19.5333,23.32,88,54,0.7,CD,1709764006
475,island harbour,50.724,-1.2758,6.77,92,5,1.34,GB,1709764006
476,chonchi,-42.6128,-73.8092,15.56,57,85,0.61,CL,1709764007
477,selty,57.3132,52.1345,-16.85,100,97,0.09,RU,1709764007
478,beichengqu,40.4394,113.1536,-4.03,52,10,4.32,CN,1709764007
479,matam,15.6175,-13.3303,31.0,33,0,1.03,SN,1709764008
480,coro,11.4045,-69.6734,28.8,71,5,9.95,VE,1709764008
481,kill devil hills,36.0307,-75.676,17.0,98,100,4.63,US,1709764009
482,beau vallon,-20.4189,57.6953,24.13,94,75,3.6,MU,1709764009
483,vilyuchinsk,52.9306,158.4028,-12.82,82,25,3.07,RU,1709764009
484,oswestry,52.862,-3.055,7.53,93,91,0.45,GB,1709764010
485,tan-tan,28.438,-11.1032,15.91,84,99,5.4,MA,1709764010
486,egilsstadir,65.2653,-14.3948,5.95,75,75,7.2,IS,1709764010
487,queenstown,-31.8976,26.8753,12.95,89,29,1.03,ZA,1709764011
488,arteche,12.2645,125.4048,25.52,80,100,2.81,PH,1709764011
489,haiku-pauwela,20.9219,-156.3051,24.17,85,40,8.23,US,1709764011
490,baffa,34.4378,73.2194,9.37,75,100,2.21,PK,1709764012
491,nova vicosa,-17.8919,-39.3719,26.88,84,6,5.24,BR,1709763769
492,sinjai,-5.1241,120.253,24.7,89,100,1.72,ID,1709764012
493,casas grandes,30.3667,-107.95,20.61,10,99,7.99,MX,1709764013
494,broken hill,-31.95,141.4333,26.33,22,96,4.66,AU,1709764013
495,sosnovo,60.5514,30.2144,-1.45,80,100,1.64,RU,1709764013
496,sungai penuh,-2.0833,101.3833,19.3,99,100,0.61,ID,1709764014
497,labytnangi,66.6572,66.4183,-16.51,93,100,2.88,RU,1709764014
498,tharangambadi,11.0319,79.8528,24.5,77,11,3.69,IN,1709764014
499,kanker,20.2719,81.4931,25.52,44,85,1.95,IN,1709764015
500,nadi,-17.8,177.4167,31.0,66,75,4.12,FJ,1709763888
501,hirara,24.8,125.2833,18.92,94,75,8.23,JP,1709764015
502,revolucion mexicana,26.311,-108.9435,27.3,19,99,6.16,MX,1709764016
503,presque isle,46.6811,-68.0159,6.68,87,100,1.54,US,1709764016
504,ambam,2.3833,11.2833,22.67,96,100,1.83,CM,1709764016
505,lerwick,60.1545,-1.1494,6.0,79,99,7.87,GB,1709763751
506,bac lieu,9.285,105.7244,25.55,82,33,1.22,VN,1709764018
507,kalmeshwar,21.2333,78.9,23.79,27,0,3.05,IN,1709764018
508,pacasmayo,-7.4006,-79.5714,25.67,67,98,5.88,PE,1709764020
509,priob'ye,62.5206,65.5964,-28.19,100,100,0.97,RU,1709764021
510,meadow lake,34.8014,-106.5436,17.39,19,100,3.08,US,1709764022
511,cruzeiro do sul,-29.5128,-51.9853,22.5,71,0,2.86,BR,1709763824
512,ruyigi,-3.45,30.3167,14.81,94,44,1.15,BI,1709764023
513,protaras,35.0125,34.0583,12.22,77,0,0.89,CY,1709764023
514,basco,20.4487,121.9702,23.84,80,94,9.13,PH,1709764023
515,kashin,57.3592,37.6081,-5.02,94,97,2.09,RU,1709764024
516,ruteng,-8.6136,120.4721,18.12,94,94,0.44,ID,1709764024
517,birao,10.2849,22.7882,25.02,11,38,2.7,CF,1709764025
518,lichuan,30.3,108.85,3.47,95,100,0.73,CN,1709764025
519,sparti,37.0733,22.4297,12.19,92,16,2.11,GR,1709764025
520,zhanaozen,43.3,52.8,4.92,52,72,4.49,KZ,1709764026
521,itacare,-14.2775,-38.9967,26.83,86,0,2.94,BR,1709764026
522,greenville,35.6127,-77.3663,14.97,99,100,6.69,US,1709763938
523,al kharijah,25.4514,30.5464,17.19,30,1,4.02,EG,1709764027
524,weinan,34.5036,109.5089,7.41,45,100,2.23,CN,1709764027
525,puerto baquerizo moreno,-0.9,-89.6,27.55,78,75,2.57,EC,1709764028
526,las heras,-46.5419,-68.9359,18.25,22,14,6.41,AR,1709764028
527,yarmouth,41.7057,-70.2286,8.31,96,100,2.06,US,1709764028
528,jagtial,18.8,78.9333,25.97,44,41,0.6,IN,1709764029
529,constitucion,-35.3333,-72.4167,17.65,62,5,7.36,CL,1709764029
530,andrelandia,-21.7397,-44.3092,20.35,95,89,1.84,BR,1709764030
531,akureyri,65.6835,-18.0878,5.96,65,0,5.66,IS,1709764030
532,antofagasta,-23.65,-70.4,22.6,75,22,3.74,CL,1709763823
533,iquitos,-3.7481,-73.2472,24.02,94,75,1.54,PE,1709764031
534,malvan,16.0667,73.4667,22.15,61,6,3.68,IN,1709764031
535,san pedro de macoris,18.4616,-69.2972,29.34,69,28,5.05,DO,1709764032
536,hegang,47.4,130.3667,-17.17,96,12,1.94,CN,1709764032
537,buka,40.8108,69.1986,6.26,68,100,0.34,UZ,1709764032
538,mount gambier,-37.8333,140.7667,14.61,78,31,3.72,AU,1709764033
539,coron,11.9986,120.2043,23.6,81,10,1.08,PH,1709764033
540,teguise,29.0605,-13.564,15.12,67,40,2.57,ES,1709764034
541,shimokizukuri,40.8061,140.3861,-1.38,81,96,1.31,JP,1709764034
542,tucacas,10.7906,-68.3258,26.95,80,14,4.62,VE,1709764034
543,concepcion,-36.827,-73.0498,18.89,52,0,7.2,CL,1709764035
544,hassi messaoud,31.6804,6.0729,13.92,38,0,0.51,DZ,1709764035
545,kirovskiy,45.0917,133.5136,-15.71,95,76,2.01,RU,1709764036
546,prairie du chien,43.0517,-91.1412,13.05,19,0,5.14,US,1709764036
547,suva,-18.1416,178.4415,29.71,79,40,6.17,FJ,1709764037
548,barra de santo antonio,-9.4047,-35.5072,25.6,81,43,3.96,BR,1709764037
549,mao,39.8885,4.2658,9.31,81,20,1.03,ES,1709764037
550,tongshan,34.1805,117.1571,4.1,73,100,1.57,CN,1709764038
551,santiago tangamandapio,19.95,-102.4333,28.55,14,18,4.96,MX,1709764038
552,sanya,18.2431,109.505,25.09,88,75,3.0,CN,1709764038
553,yaren,-0.5472,166.916,28.05,81,100,5.1,NR,1709764039
554,heber city,40.5069,-111.4132,9.05,42,75,5.66,US,1709764039
555,stiens,53.2623,5.7577,6.99,84,100,2.06,NL,1709764040
556,macusani,-14.0833,-70.4333,8.13,78,97,2.79,PE,1709764040
557,allendale,42.9723,-85.9537,12.26,39,4,1.34,US,1709763828
558,alupka,44.4167,34.05,5.81,79,96,1.16,UA,1709764041
559,pala,9.3642,14.9046,32.84,14,100,1.51,TD,1709764041
560,kuldiga,56.974,21.9572,-4.17,67,6,1.3,LV,1709764041
561,nantucket,41.2835,-70.0995,7.08,100,100,1.54,US,1709764038
562,adam,22.3756,57.5233,24.27,70,1,2.36,OM,1709764042
563,kukawa,12.9234,13.5606,30.21,21,79,4.37,NG,1709764043
564,cooma,-36.2333,149.1333,19.35,54,0,0.62,AU,1709764043
565,lobujya,27.95,86.8167,-17.79,66,1,1.03,NP,1709764043
566,ulsteinvik,62.3432,5.8487,5.97,73,72,3.58,NO,1709764044
567,puerto san jose,13.9256,-90.8244,32.03,55,75,5.14,GT,1709764044
568,manghit,42.1156,60.0597,-2.01,50,0,3.28,UZ,1709764045
569,tuy hoa,13.0833,109.3,22.64,93,3,1.15,VN,1709764045
